side_effect,fake_triple_component,AUROC,AUPRC,AP50
C0000731,head,0.5,0.4999999999999999,0.2759122624945266
C0000731,tail,0.5,0.4999999999999999,0.2759122624945266
C0000731,both,0.5,0.4999999999999999,0.2759122624945266
C0000737,head,0.6779069962767359,0.6670819220421864,0.7129374733725341
C0000737,tail,0.7034861943405598,0.6999287809507398,0.6909621103323303
C0000737,both,0.5554123241855536,0.5452943339455831,0.3331187254981093
C0000768,head,0.8210249001444718,0.779509641454142,0.6593948419876035
C0000768,tail,0.8610035328825165,0.8119582916997592,0.7115331255296843
C0000768,both,0.5627845427284537,0.5679438380754184,0.4471728027451272
C0000786,head,0.8216746993378676,0.8100183054011643,0.7935463491818088
C0000786,tail,0.8935183099860367,0.8954979981657812,0.939206943686226
C0000786,both,0.6854646187108688,0.6640953956095412,0.5460200264420104
C0000833,head,0.8298264145705047,0.7961693434570352,0.7884451651826726
C0000833,tail,0.8828911094674877,0.8640296593432664,0.924476072855818
C0000833,both,0.6112536629063359,0.5928984044841955,0.5144691371551925
C0001122,head,0.7882202401012932,0.7668684324976216,0.8299212567829283
C0001122,tail,0.8485946649229492,0.8254198949214768,0.9129636484345915
C0001122,both,0.564925500390054,0.5632520042918316,0.7213023225182696
C0001126,head,0.8150075153196901,0.797651831949951,0.7328838431397068
C0001126,tail,0.8610243958839172,0.8278225735898388,0.7558999003590463
C0001126,both,0.5519713261648745,0.541188220023533,0.2745894574515196
C0001339,head,0.8284823921079173,0.8016747391324495,0.7924393339736185
C0001339,tail,0.857492235921537,0.8257364772215905,0.8465862468339239
C0001339,both,0.6476239391753977,0.6376814688068949,0.6411331766349542
C0001418,head,0.8217492636335039,0.7910036713643445,0.7623451604922336
C0001418,tail,0.8588785781692356,0.8023040906869778,0.6429236645608821
C0001418,both,0.6100867911578827,0.5823328641556393,0.3437346178324055
C0001430,head,0.8639594157435546,0.851110093883304,0.8514370144015762
C0001430,tail,0.9074600529359866,0.8963029714618879,0.946595258312776
C0001430,both,0.6222184099598078,0.6182202212824408,0.509410923948983
C0001546,head,0.8223656809662641,0.8087399710441003,0.7606042457320715
C0001546,tail,0.9145147855060392,0.906566745810016,0.8773710968183359
C0001546,both,0.6562890462307372,0.6579843042814588,0.4928263073190043
C0001623,head,0.8348161578681059,0.8103004271746603,0.8479547181768435
C0001623,tail,0.8757378984651711,0.8703349257950517,1.0
C0001623,both,0.6168936582897622,0.6189127072072929,0.5482671605031354
C0001818,head,0.8248365041617122,0.7980234158467965,0.7135297776055214
C0001818,tail,0.9221165279429252,0.9153937216637476,0.911459641342027
C0001818,both,0.6688466111771701,0.6436642324306494,0.457062354212111
C0001824,head,0.7969091187003232,0.7704540420804398,0.7914017712380362
C0001824,tail,0.8461656039828807,0.8083175551835173,0.7398772648314734
C0001824,both,0.5758636125425801,0.5724240432506089,0.4699853515104661
C0001948,head,0.8464956476344255,0.8146168086130461,0.7505634818919088
C0001948,tail,0.8583083441586035,0.8265368525618371,0.7866688435224236
C0001948,both,0.6438830142407945,0.6153402852569616,0.4736981781666402
C0001969,head,0.8627088869870726,0.8537940876890776,0.8869716115635836
C0001969,tail,0.8550966172694924,0.8155938734683613,0.7543646514817729
C0001969,both,0.6170893203008874,0.6183987883386549,0.5392550145450826
C0002064,head,0.8272727272727273,0.770606974377236,0.6203197784192241
C0002064,tail,0.8909917355371901,0.8788199145778339,0.8702894968911586
C0002064,both,0.5301652892561983,0.5144806475368067,0.2374218958941984
C0002103,head,0.8606066093254866,0.8359980585349824,0.8963012831307821
C0002103,tail,0.9146310547759168,0.8923203810921794,0.8613944718332178
C0002103,both,0.6227840651878678,0.6380545017003405,0.7049787488964689
C0002170,head,0.8022590462927608,0.7727746112441529,0.8711244447217082
C0002170,tail,0.8732887289144448,0.843879155174268,0.8476843954621149
C0002170,both,0.6336363738460501,0.6221204011705068,0.6791198950653794
C0002390,head,0.8217769376181474,0.7772144696754734,0.6718918811491551
C0002390,tail,0.8936105860113421,0.8814530688616974,0.8689799108287203
C0002390,both,0.651493383742911,0.6453826372117004,0.4988911996425549
C0002453,head,0.8886880165289256,0.8820876538859208,0.937057440388424
C0002453,tail,0.9001807851239669,0.8570425006971029,0.8137759613775388
C0002453,both,0.6823347107438016,0.6865891707294598,0.6529827759546067
C0002622,head,0.8173457069563905,0.7880843529477024,0.8178723490923681
C0002622,tail,0.865164730144359,0.8271316979018779,0.6709507047573166
C0002622,both,0.6161772546652582,0.5893354991012358,0.2776799143194224
C0002726,head,0.8295068027210885,0.7929077546741291,0.6768502396246662
C0002726,tail,0.8948412698412698,0.8651420179451047,0.7939549037758085
C0002726,both,0.552437641723356,0.5708043405460198,0.3326253086148805
C0002736,head,0.9165625,0.8892635023198642,0.840019633145252
C0002736,tail,0.915,0.911942258007257,0.8983454254187282
C0002736,both,0.7317187499999999,0.7144567601011234,0.5982699094709546
C0002792,head,0.7939672507900031,0.7793484777361469,0.923890903939767
C0002792,tail,0.855966676242459,0.810583201387015,0.7261299528830962
C0002792,both,0.5905314564780235,0.5843840460425547,0.4835473340541794
C0002871,head,0.7827188663104332,0.7469985296870165,0.7413569401700256
C0002871,tail,0.8408386324480314,0.8005120844407199,0.6478874081768669
C0002871,both,0.5810407131835522,0.5626782904572419,0.3260213921211554
C0002874,head,0.820000717128617,0.7969987094712481,0.7809517284873819
C0002874,tail,0.8603392018358493,0.7947213378659954,0.6152711592172871
C0002874,both,0.6326508659328051,0.5990794593548312,0.400658509723838
C0002878,head,0.8394584658320923,0.8070018670027449,0.8062989744903608
C0002878,tail,0.8490922996417503,0.8211054908274686,0.8010211709635888
C0002878,both,0.6228582162648096,0.61815495967441,0.5893591684135622
C0002884,head,0.8035371011149558,0.8245532773915383,0.6496475820614055
C0002884,tail,0.8542868127643214,0.8084541813762604,0.664453236826902
C0002884,both,0.6505190311418685,0.6475347506728634,0.4462915463909245
C0002940,head,0.8589592851384036,0.8195043482303423,0.7402072110004978
C0002940,tail,0.916185165278151,0.8838925369192691,0.8474977838445661
C0002940,both,0.666857027680731,0.6662568637648765,0.6304694731398566
C0002962,head,0.8172925435605616,0.7829207105395832,0.7852221961021004
C0002962,tail,0.8627214833338616,0.8319365431721919,0.8170480754975332
